	US82800149_251976012849	US82800149_251976012848	US82800149_251976012847	US82800149_251976012843	US82800149_251976012845	US82800149_251976012844	US82800149_251976012850	US82800149_251976012851	US82800149_251976012852	US82800149_251976012853	US82800149_251976012932	US82800149_251976012931	US82800149_251976012930	US82800149_251976012841	US82800149_251976012846	US82800149_251976012929
MPPED2	-2.175	-0.28083333333333305	0.6945	-1.7332	-0.32566666666666699	-1.99716666666667	0.396333333333333	-1.1295	-1.3905	-2.8275	-0.4244	-0.64775	-3.16783333333333	-1.99933333333333	0.17283333333333303	-1.427
C11orf21	-0.0751666666666667	-0.2135	0.570833333333333	-0.0485	0.80866666666666698	1.09016666666667	-1.0525	1.33116666666667	0.787	2.64133333333333	-1.06816666666667	-0.5272	-2.454	-1.43283333333333	0.36666666666666708	0.606
KLHL4	0.991571428571429	-0.25812499999999999	2.8535	0.198875	-0.63475000000000004	-1.336875	-0.739875	1.14525	-0.912285714285714	-0.543571428571429	-0.0516249999999999	0.35	-0.711	-1.721125	-0.51249999999999996	0.580333333333333
C11orf24	-1.385	-0.52300000000000002	-0.54475	-0.934	-0.54549999999999998	-0.873	-0.832	-0.8445	-0.32275	-0.756	-1.321	-0.61125	-0.812	-1.7035	-0.48399999999999999	-1.0065
C22orf25	-0.862833333333333	-0.45816666666666711	-1.27316666666667	-0.769666666666667	-0.154	0.0283333333333333	-1.03483333333333	-0.877666666666667	-1.021	0.308666666666667	-0.9746	-1.126	-1.40075	-0.628666666666667	-1.65683333333333	-2.0775
C22orf26	-0.0125	0.018000000000000002	0.116	-0.457	0.2215	0.5935	1.3455	-0.563	-0.0655	0.809	-1.96	-1.441	-0.6415	0.1275	-0.17699999999999999	0.6615
COL6A1	-1.25731818181818	-0.641954545454545	-1.6075	-1.46372727272727	-0.16136363636363599	-0.146909090909091	-0.989136363636364	-0.345380952380952	-0.207636363636363	-1.01818181818182	-1.11610526315789	-0.456631578947368	-0.0661428571428571	-0.991681818181818	-0.863681818181818	-0.89535
WBP2	-0.137833333333333	0.22333333333333302	0.765166666666667	0.4745	0.85533333333333295	0.685666666666667	0.7035	0.0836	0.204333333333333	0.4695	0.1765	1.2235	2.646	-0.00083333333333335	0.39233333333333292	0.814833333333333
WBP1	1.498	0.45024999999999998	-0.22	0.4225	0.40849999999999997	0.65325	0.628	0.47675	0.335	0.66225	-1.253	0.71125	-0.93	1.0155	-0.78725000000000001	-0.478
COL6A2	-1.9885	-1.3965000000000001	-2.83885714285714	-2.50892857142857	-0.73114285714285698	-0.933928571428572	-1.69671428571429	-1.5035	-0.562214285714286	-1.65171428571429	-1.87692857142857	-1.3835	-3.054	-1.65614285714286	-2.0550000000000002	-2.34185714285714
UNQ1887	-0.388	0.42970000000000003	0.1422	0.6908	0.43440000000000001	1.0914	0.4529	0.9462	0.273	0.3907	-0.3654	0.8247	1.3991	0.4256	0.3679	0.114
RFXANK	0.2045	0.00099999999999999894	-0.8225	0.258	0.20699999999999999	0.018	-0.317	0.3035	0.4985	-0.0505	-0.9855	0.2925	-0.526	0.7055	-0.71350000000000002	-0.5325
KLHL3	1.23614285714286	0.56850000000000001	-0.690375	-0.969375	-0.39600000000000002	-0.352375	0.427142857142857	0.712375	-0.2915	0.0791428571428572	-0.268857142857143	0.597285714285714	-0.512571428571429	-0.970875	-0.28337499999999999	0.175571428571429
KLK12	-3.343	-0.111	-2.85	-2.1385	-2.1835	-3.6505	-3.275	-2.161	-3.6375	-4.0545	-1.666	-2.602	-1.517	-3.3435	-3.3984999999999999	-1.283
KLK13	-0.111875	-0.20674999999999999	-1.40125	-0.799875	-0.76375000000000004	-1.07875	-0.672375	-1.03171428571429	-1.656875	-1.47857142857143	-0.674	0.825666666666667	0.306166666666667	-1.909625	-0.16625000000000001	-1.66114285714286
KLK10	-1.71833333333333	-0.82369999999999999	-1.7675	-1.7349	-1.1014999999999999	-0.8164	-1.8107	-1.30666666666667	-1.0776	-1.869	-1.62	-2.52888888888889	-0.232857142857143	-1.8727	3.2271000000000001	-2.4198
KLK11	-4.48633333333333	-3.9455	-4.48066666666667	-4.286	-2.7110000000000003	-4.576	-3.665	-4.364	-3.94383333333333	-4.16183333333333	-3.5805	-4.05466666666667	-3.19883333333333	-4.342	-4.1715	-4.0646
GANAB	-1.82683333333333	-1.6133333333333302	-2.0855	-1.4775	-0.53799999999999992	-0.832666666666667	-1.24733333333333	-0.547333333333333	-0.781666666666667	-1.86983333333333	-1.82266666666667	-1.42916666666667	-1.51033333333333	-1.41966666666667	-1.6456666666666699	-2.018
KLK14	0.67	0.72850000000000004	0.778	0.7415	0.28149999999999997	0.6405	0.6005	0.5635	0.781	0.617	1.811	1.023	-1.0635	0.438	0.63649999999999995	0.228
KLK15	0.347666666666667	0.27300000000000002	-0.32	0.078	-0.0070000000000000296	0.00124999999999997	0.0583333333333333	0.34	0.412	0.202333333333333	0.7	0.09	0.8685	-0.345	-1.2	0.569
TMEM16H	-1.2615	-0.32774999999999999	0.03075	-0.12475	0.26824999999999999	0.8055	-0.874	0.03875	1.666	-0.5155	0.145	-0.968	-0.08075	0.659	1.3812500000000001	-0.29425
CENTB1	-1.07733333333333	-0.078333333333333394	-1.08766666666667	-1.08933333333333	0.034166666666666699	0.3605	-1.27933333333333	-0.0845	0.105166666666667	0.470833333333333	-0.904	-0.2686	-0.379666666666667	-1.2885	-1.09266666666667	-1.287
FAM71B	0.8866	0.60633333333333295	-0.136	0.795	-0.101166666666667	0.3092	0.3195	0.370166666666667	0.115833333333333	1.393	0.363666666666667	0.416	3.9256	0.985666666666667	-0.42859999999999998	0.224333333333333
FAM71C	0.463	0.48916666666666708	0.385	0.350833333333333	0.58150000000000002	0.266166666666667	0.955	0.5846	0.3722	0.891	1.22016666666667	0.3865	0.6508	0.5484	0.58383333333333298	0.8858
GPR23	-1.749	-0.060999999999999999	-2.1215	-2.882	-2.3245	-3.401	-2.732	-1.8165	-0.3195	-2.912	-1.242	0.142	null	-1.5665	-1.9609999999999999	-0.7735
LOC134145	-0.257	1.36225	1.441	0.157375	-0.49912499999999999	-0.09725	0.672375	-0.26875	-0.62425	0.064	0.67	-0.0435714285714286	0.813333333333333	-0.0665	1.2597499999999999	0.5855
MGC33657	2.9635	2.2475000000000001	2.739	4.929	2.7460000000000004	5.29175	1.29875	3.61325	5.403	4.78475	0.90575	3.10575	2.82825	5.58825	5.4215	1.60325
ZYX	-0.925166666666667	-0.76233333333333297	-1.99316666666667	-0.895	0.33883333333333299	0.213833333333333	-0.942833333333334	-0.761333333333333	-0.912166666666667	-1.38333333333333	-1.17033333333333	-0.950666666666667	0.1025	-0.519	-1.7228333333333301	-0.700333333333333
FLJ10769	0.2455	-0.01025	1.527	0.858	0.72150000000000003	1.44725	-0.18775	1.7465	1.822	1.3645	0.734	1.53825	1.40325	1.8435	1.073	1.06025
EOMES	0.917166666666667	0.20983333333333301	1.63216666666667	0.512333333333333	1.04266666666667	2.14016666666667	-1.4546	1.48483333333333	0.390333333333333	5.606	0.2078	-1.0056	-0.2632	-0.556333333333333	1.7169999999999999	-0.2924
C12orf42	-1.04533333333333	-0.28183333333333305	0.0326666666666667	-0.858666666666667	-0.18283333333333301	-0.953333333333333	-1.4745	-0.341166666666667	-0.7765	0.6745	-1.1394	-0.578	-1.4458	0.109166666666667	-0.54716666666666713	-0.263
RBMS2	0.054	-0.10000000000000001	0.72125	0.97225	0.38924999999999998	0.9595	-0.42775	0.96375	-0.01475	0.45275	-0.377	-1.516	0.919	0.265	0.31474999999999997	-0.136
C3orf32	-2.6685	-1.9642500000000001	-0.971	-2.01975	-2.218	-3.60325	-2.2375	-2.0805	-2.86575	-2.84875	-2.10775	-4.1525	-1.4665	-3.46225	-3.1612499999999999	-2.703
HIF1AN	-0.5225	-0.10400000000000001	-0.50975	0.57375	0.34200000000000003	1.178	-0.28175	0.46175	0.82925	1.5265	-1.0335	-1.066	-1.6005	0.9415	0.16625000000000001	-0.85825
SESN3	-0.59525	0.48849999999999999	0.9555	0.41625	0.40299999999999997	0.7385	-0.3075	1.64225	0.49075	-0.336	-0.89125	-0.81925	0.1275	2.4775	1.3465	0.0595
C12orf44	-0.927166666666667	-0.39883333333333293	-1.4565	-0.266	-0.39633333333333293	-0.3915	-0.84	-0.639333333333333	-0.962333333333333	-0.433833333333333	-1.46383333333333	-0.964333333333333	-1.48066666666667	0.0298333333333333	-1.1021666666666701	-1.61266666666667
DENND3	1.113875	0.83387500000000003	0.81	0.94875	1.4906250000000001	2.473125	-0.80625	1.416375	2.702625	1.549625	0.618166666666667	1.1605	0.0997142857142856	0.607	1.262375	0.596857142857143
SLC34A3	0.671	0.2515	0.364	0.4355	1.2204999999999999	0.3725	0.168	0.73	0.772	0.569	1.9345	0.731	0.541	0.333	0.47999999999999998	0.00850000000000001
SLC34A2	2.652	2.8593999999999999	3.7708	4.873	1.6706000000000001	4.2962	0.75175	4.6566	4.5223	3.3936	2.07766666666667	3.96722222222222	1.0481	3.287	4.6021000000000001	3.9465
OR2AE1	0.0615	-0.39350000000000002	0.342	0.33	0.13950000000000001	0.283	0.6295	-1.528	-0.0875	0.077	1.399	1.49	0	-0.346	0.50900000000000001	-1.051
LOC284402	0.901	-0.24600000000000002	0.866	1.2005	0.065500000000000003	0.049	0.2455	0.498	0.388	0.7405	0.684	0.6945	-1.015	0.5345	0.46399999999999997	0.5305
PPP1R16A	0.172625	-0.78174999999999994	-0.1595	1.602375	0.82900000000000007	0.950625	-1.233625	0.623625	1.211625	0.9145	-0.618125	1.403875	-0.11275	1.028875	-0.37799999999999995	0.077875
PPP1R16B	0.53975	-0.21925	1.235625	-0.01025	-0.439	-0.00612500000000005	-0.334	0.525875	-0.272625	1.536125	0.327857142857143	-0.711	0.386	-0.497375	0.033250000000000002	0.637
GPR25	0.6445	0.29349999999999998	0.851	0.984	0.45950000000000002	0.4335	0.6595	0.5105	0.6125	0.8635	0.7365	0.4915	-0.575	-0.0425	0.57350000000000001	0.6345
PLLP	-0.08	-1.5402499999999999	0.74725	2.1005	0.49399999999999999	1.10775	-0.0355	0.821	-0.6685	1.99825	-1.7045	-1.00375	-0.814	-1.41525	-0.047750000000000001	0.77125
BLNK	-0.502	0.4481666666666671	1.121	-0.749833333333333	0.42899999999999999	1.0275	1.49933333333333	0.446666666666667	0.765166666666667	0.755833333333333	-0.4706	-0.3778	-1.503	-2.22266666666667	0.74866666666666704	1.679
LOC161247	0.0495	-0.69499999999999995	-0.8325	-0.8215	-0.090499999999999997	0.372	-0.024	-0.048	0.7305	0.233	0.0335	0.635	0.9405	0.0575	-0.99900000000000011	0.2235
UAP1L1	-1.0335	-2.6455000000000002	-1.9635	-1.0875	-0.153	-0.674	-4.3645	-0.9405	-1.162	-0.4965	-2.191	-1.303	-3.326	-1.57	-1.7755000000000001	-1.7425
TMEM9B	-0.0315	1.959875	2.371875	0.762375	0.57025000000000003	1.519875	1.096375	0.46525	0.1485	1.95725	0.415375	0.08225	-0.2658	1.596375	1.5190000000000001	0.74125
AGXT2	7.3005	2.1221666666666699	6.72333333333333	6.49966666666667	3.0043333333333302	4.75983333333333	1.1136	4.09083333333333	0.486333333333333	6.695	2.33483333333333	5.9485	1.357	1.11416666666667	2.74833333333333	7.8725
USH1C	3.55425	2.58325	3.73575	4.55025	1.8365	3.50825	-1.2395	4.1465	3.24125	4.39125	2.62625	4.64275	4.141	2.11525	2.5775000000000001	4.21075
KIAA1841	0.989375	-0.91737500000000005	-1.34375	1.22175	-0.46600000000000003	-0.195875	-1.109875	-0.0745	0.214375	-0.38625	-0.994	-0.0226250000000001	-1.39171428571429	-0.76275	-1.1701250000000001	0.222125
MORF4	-0.055	-0.193	0.159	0.30675	-0.94074999999999998	0.164	0.42575	-0.7055	-2.0155	0.5765	-0.00825	-0.90125	-1.146	1.23675	-0.252	0.9
UBR1	-0.88425	-0.76583333333333303	0.0569166666666667	-1.077	-0.68999999999999995	-0.979416666666667	-0.85475	-0.3515	-0.687583333333333	-0.50775	-0.269166666666667	-0.586583333333333	-0.6075	-0.59075	0.14999999999999999	-0.182166666666667
PRMT7	-0.854666666666667	-0.69433333333333302	-1.36716666666667	-0.884	-0.50033333333333296	-1.03933333333333	-1.12483333333333	-0.918333333333333	-1.191	-0.6785	-2.08233333333333	-0.7305	-1.3636	-0.5555	-1.4433333333333302	-1.589
NUCB1	-0.277583333333333	0.78308333333333302	0.119916666666667	1.25958333333333	0.45224999999999999	0.869166666666667	0.911333333333333	1.0055	0.261083333333333	0.91875	-0.530083333333333	1.17016666666667	2.51958333333333	0.485666666666667	-0.090749999999999997	2.13791666666667
C3orf39	0.490625	0.99737500000000001	0.617	0.81975	0.38500000000000001	0.601875	0.57825	0.725625	0.529375	-0.340875	-0.0226250000000001	1.215625	-0.14975	0.971125	0.38037500000000002	0.585875
UBR5	-0.5075	-1.8442499999999999	-1.776375	-0.646375	-0.98775000000000002	-0.445875	-0.448375	-0.83075	-0.80875	-0.617375	-0.760428571428571	-0.354875	-0.799	-0.404	-1.457875	-0.689
UBR4	-0.250333333333333	-0.91749999999999998	-0.871166666666667	-0.138666666666667	-0.28050000000000003	-0.204833333333333	-0.961666666666667	0.594333333333333	-0.396166666666667	1.25483333333333	-1.246	-0.4128	-1.507	-0.359333333333333	-1.4676666666666698	-1.39316666666667
SOCS5	-0.0311250000000002	-0.35749999999999998	-0.287625	-0.49825	-0.99375000000000002	-0.53525	0.1605	-0.74425	-0.8335	-0.65425	-0.2218	-0.541666666666667	-0.435142857142857	0.387	-0.42312499999999997	-0.694625
SOCS4	-1.147375	-0.96599999999999997	-0.60975	0.945375	-0.71437499999999998	-0.347375	0.11775	-0.501285714285714	-1.12375	-0.597375	-1.294	-1.393	-1.33625	0.507	-0.99650000000000005	0.23175
CALN1	0.0238571428571429	0.18525	-0.599375	-0.56775	-0.44312499999999999	-1.194625	-0.1715	-1.64	-0.734857142857143	0.149142857142857	0.0777142857142857	-0.405666666666667	-1.0272	-1.156625	-1.2555000000000001	-0.705714285714286
SOCS6	0.13025	-0.62724999999999997	0.5715	0.1255	-0.23050000000000001	0.145	0.46325	-0.3175	-1.28325	0.55625	1.05025	0.13425	0.89625	-0.21925	0.056500000000000002	1.5765
SOCS1	0.481125	-0.60624999999999996	-0.763625	-0.770125	0.13237499999999999	-0.959875	-0.714875	-0.4235	-0.662875	1.044875	-0.668285714285714	-1.990875	-2.74414285714286	-0.310875	-0.64375000000000004	-1.54085714285714
SRPR	-1.870875	-0.50037500000000001	-1.0345	-1.4955	-0.40625	-0.777	-1.063875	-0.952	-0.810875	-1.091375	-1.29525	-1.1955	-0.404875	-0.8195	-0.96012500000000001	-0.824875
SOCS3	1.298	0.18866666666666698	0.449666666666667	1.92416666666667	0.93999999999999995	0.459	-0.125833333333333	0.2685	2.10133333333333	0.8065	0.0348333333333333	-1.501	-0.962666666666667	-1.2355	0.99299999999999999	-0.354833333333333
SOCS2	-3.34675	-2.7039999999999997	-2.236625	-1.5805	-1.9798750000000001	-1.973375	1.55625	-1.55775	-2.8095	-1.050125	-2.01271428571429	-2.37371428571429	-1.92216666666667	-1.698	-1.13625	-1.598625
PPP2CA	0.7996	-0.00810000000000001	0.0855	0.2397	-0.42259999999999998	-0.0534	0.2738	-0.2607	-1.3204	0.3031	-0.3223	-0.151	0.0832999999999999	0.5115	-0.053600000000000002	0.3934
PACSIN1	-0.603375	-1.0487500000000001	-1.93375	-1.4845	-0.59200000000000008	-1.74575	-2.19828571428571	-1.2585	-1.909	-1.995375	-1.524	-0.7365	-2.14985714285714	-2.806625	-0.128	-1.9105
PPP2CB	-0.0703333333333333	0.81950000000000001	0.717333333333333	0.7495	-0.082500000000000004	1.096	-0.0585	0.58	-0.0718333333333333	1.35066666666667	0.682666666666667	1.91816666666667	1.40683333333333	1.00666666666667	0.75649999999999995	1.70333333333333
CCNY	0.0235714285714286	0.040000000000000001	-0.115357142857143	0.191142857142857	0.14107142857142901	0.225785714285714	-0.198857142857143	-0.0545714285714286	0.396857142857143	0.639071428571429	-0.8475	-0.148857142857143	-0.215142857142857	0.477857142857143	-0.78200000000000003	-0.289
SRPX	-1.65275	-1.7677499999999999	-2.14	-4.79375	-2.2422499999999999	-4.9075	-2.56075	-4.074	-4.23125	-3.615	-2.809	-5.25925	-2.96525	-4.44325	-2.3795000000000002	-3.426
CA3	5.1655	0.63475000000000004	3.30625	3.33475	2.5600000000000001	3.32075	-0.52225	3.5765	4.2185	3.519	2.68425	3.58925	1.34475	3.3255	3.25075	3.06
CCNF	-1.48283333333333	-2.0106666666666699	-2.40883333333333	-2.12866666666667	-1.1578333333333299	-2.623	-1.5375	-1.94583333333333	-1.85416666666667	-2.13816666666667	-1.9055	-2.1985	-0.5556	-1.93366666666667	-2.4586666666666699	-2.98666666666667
CCNC	1.07	-0.60375000000000001	0.3505	0.45825	-0.84050000000000002	-0.47	0.87675	-0.5475	-1.7965	0.444	0.63825	-0.73875	-0.27	-0.063	0.23774999999999999	0.8065
PFN3	-0.259	0.36799999999999999	0.50525	0.3115	0.57750000000000001	0.109	0.076	-0.984666666666667	0.021	-0.4395	-0.580666666666667	-1.287	0.85775	0.18275	0.095250000000000001	-1.5985
ENAM	0.9815	0.22375	0.95725	1.02725	1.04725	2.191	0.539	1.028	1.871	0.9885	1.77433333333333	0.796333333333333	1.41466666666667	1.11875	1.369	1.2075
ING2	-1.41275	-0.54700000000000004	-0.348	-0.3255	-0.50875000000000004	-0.42075	-0.276	-0.7805	-1.43575	-0.51425	-0.70075	-0.96825	-0.2885	-0.334	0.14499999999999999	0.0615
CCNH	0.511833333333333	0.34366666666666701	0.885333333333333	-0.5665	-0.89849999999999997	-1.56016666666667	-0.499	-0.699833333333333	-1.72116666666667	-0.248666666666667	0.5125	-0.899166666666667	-0.763166666666667	-0.967833333333333	0.66866666666666696	0.0641666666666667
CCNI	-1.09425	-0.40450000000000003	-0.3805	0.091	0.11550000000000001	0.71425	-0.05575	0.6825	0.37975	0.1	0.206	0.20975	0.43325	1.07625	-0.065500000000000003	0.2665
CCNJ	-1.283	0.79325000000000001	0.3835	0.92025	0.20399999999999999	0.66425	1.02575	0.652	2.0005	0.02725	1.92575	0.63525	0.69625	0.48725	2.08175	0.47475
VPS72	0.25475	-1.3007500000000001	-1.17975	-0.69075	-0.314	-0.49025	-0.6075	-1.118	-0.9705	-0.784	-1.02375	-1.39025	-1.45825	0.105	-0.78425	-1.2925
CDSN	-0.72	0.65033333333333299	-0.595833333333333	0.2185	0.098166666666666694	-0.498666666666667	-0.661333333333333	-0.425166666666667	-0.0228333333333333	-0.631333333333333	-0.148	-0.573833333333333	-0.223	-0.427166666666667	-0.57550000000000001	-0.412
TBRG1	-0.4624	-0.047699999999999999	0.7579	0.6867	0.56320000000000003	1.2467	-0.0804	0.818	1.336	0.7341	-0.716	0.5437	-0.152777777777778	0.9746	0.58960000000000001	0.7759
NPHP4	-2.05966666666667	-0.92816666666666581	-1.0955	-0.530333333333333	-0.29566666666666697	-0.313166666666667	-0.9195	-0.7745	0.158666666666667	-0.713333333333333	-1.10283333333333	-0.857	-0.760333333333333	3.16666666666667	-0.49200000000000005	-1.04516666666667
TBRG4	0.426	-0.80299999999999994	-0.958125	0.77075	0.32774999999999999	0.1805	-0.683125	0.322125	0.153875	-0.14825	-1.223875	0.08075	-0.638875	-0.67625	-0.55874999999999997	-0.665375
GREM1	1.37775	0.46066666666666711	0.242666666666667	-1.11545454545455	-0.4965	-0.852	1.96416666666667	-0.164222222222222	-0.242818181818182	0.401166666666667	0.12575	-0.167636363636364	-0.283111111111111	-1.09158333333333	-0.17116666666666697	-0.662666666666667
EDNRB	1.69875	-1.4359999999999999	3.140125	2.947375	1.3640000000000001	1.931875	0.159625	2.250875	1.677	2.098625	1.9985	4.02	3.791375	-2.795375	1.7222500000000001	2.591875
RP11-217H1.1	0.609625	0.45256249999999998	2.3460625	0.1093125	-0.23375000000000001	-0.626375	0.7548125	0.0708125	-0.884625	0.1850625	2.5325	1.027875	-0.0478125	-0.1481875	0.83818749999999997	1.1915
LYSMD1	3.123	0.53799999999999992	1.885	2.691	0.88666666666666705	1.75066666666667	2.1645	2.88433333333333	2.6975	2.83516666666667	1.41616666666667	3.02566666666667	1.71483333333333	2.1425	1.46733333333333	2.60416666666667
IL1R2	2.53616666666667	1.9301666666666699	2.2775	0.5	-0.17649999999999999	-0.251	1.03	2.46733333333333	0.179333333333333	0.6815	0.925666666666667	1.58816666666667	0.44875	0.944833333333333	2.0656666666666696	0.0676666666666667
IL1R1	3.1975	1.8066666666666698	3.29816666666667	2.883	0.76449999999999996	1.7725	2.805	1.042	1.242	1.06683333333333	1.62316666666667	0.733166666666667	1.17916666666667	2.61466666666667	0.64033333333333298	2.99316666666667
RAXL1	-0.655166666666667	-0.51933333333333287	-0.555833333333333	-0.898666666666667	-0.026333333333333299	-0.0671666666666667	-1.50316666666667	-0.338833333333333	0.422333333333333	-1.0255	-0.318666666666667	-0.3492	-0.126833333333333	-0.066	-0.16866666666666696	-0.857333333333333
PTN	-1.8554	-1.1347	1.7737	1.674	1.5508	0.0333	-1.1915	4.261	-1.3173	1.7985	0.1784	-1.1306	-3.18	1.7959	-0.47860000000000003	-0.8031
JMY	-0.6185	-0.711666666666667	0.0413333333333333	-0.338666666666667	-0.703666666666667	-0.8435	-0.0136666666666667	-1.35	-0.4005	-1.814	0.0316666666666667	-1.2662	-1.17566666666667	-1.08633333333333	0.061166666666666702	-0.328166666666667
LRRK2	4.408	4.7327500000000002	5.68825	7.091	3.5362499999999999	6.50975	-1.45133333333333	6.8595	6.726	5.82775	7.405	7.70625	6.517	5.1615	6.5062499999999996	6.9125
PTH	1.1735	0.57600000000000007	0.7265	1.636	0.23150000000000001	0.381	1.83	-0.095	0.633	0.4595	0.8725	0.085	1.3375	0.039	0.95200000000000007	1.1295
PLEKHJ1	-0.978375	-0.098125000000000004	-1.2615	0.035125	-0.36575000000000002	-0.507125	-0.41725	0.00162500000000001	-0.998375	-0.373875	-1.7835	-0.655125	-0.800125	-1.122	-1.3431249999999999	-1.300875
SRCRB4D	-0.59	3.1425000000000001	-1.493	-0.203	-1.0145	-1.314	-1.844	-0.936	-0.8695	-1.472	-1.031	-0.628	-0.483	-1.562	-1.6880000000000002	-0.657
COPE	-0.1538	-0.83240000000000003	-2.0598	-1.0764	-0.3553	-0.8248	-0.7541	-1.0789	-1.4841	-0.764	-1.5097	-0.9851	-1.6151	-0.6062	-2.0211999999999999	-1.1684
ABHD10	1.5035	0.45079999999999998	1.2874	2.2606	0.45269999999999999	0.5658	1.77055555555556	1.9763	0.0417777777777777	0.7655	0.478	2.3894	2.08933333333333	0.8027	0.35420000000000001	2.7462
ABHD11	0.7254	0.73309999999999997	1.0043	2.4591	1.2533000000000001	2.0523	0.0055	2.028	2.3119	0.3173	1.3816	1.1254	2.0013	0.2339	0.61319999999999997	0.4056
ABHD12	-1.2979	0.1996	-0.00989999999999995	-0.1467	-0.42630000000000001	-0.7027	1.1896	-0.582	-0.2423	-0.4627	-0.3016	0.9481	-0.1459	-0.7018	-0.55210000000000004	0.0215
ABHD13	1.6472	-0.1273	2.228	1.5768	0.019	0.676	2.0185	0.8887	0.3336	1.1532	0.4383	0.422444444444445	0.898777777777778	1.1658	1.4071	1.2924
TRO	1.1455	0.63700000000000001	1.1515	-2.96075	0.34749999999999998	0.7615	-0.76625	0.7145	1.07925	-2.18675	0.4815	0.37825	-0.30125	1.31525	-2.0154999999999998	-0.21675
HAGHL	0.1365	-0.86666666666666703	-2.13416666666667	-1.02916666666667	0.30449999999999999	0.463833333333333	-2.0845	1.05166666666667	-1.25333333333333	-0.1085	-1.7438	-0.453166666666667	-1.0458	-1.85266666666667	-1.5523333333333302	-0.839166666666667
NGRN	-1.0163	-0.83860000000000001	-0.6983	-0.1372	0.034299999999999997	0.2071	0.0691	-0.3312	-0.4035	-0.1097	-0.5462	-0.528	-0.0751	0.8504	0.039199999999999999	-0.3719
CRMP1	-1.04883333333333	-0.98933333333333295	-1.6785	-1.71183333333333	-0.348833333333333	-1.658	-0.245166666666667	-1.2678	-1.04466666666667	-0.842	-0.972	-0.750333333333333	-0.537833333333333	0.0118333333333333	-1.1279999999999999	-1.608
FAM108A3	-1.1555	-0.8075	-2.0425	-0.78	0.51600000000000001	0.0135	-1.154	-0.6145	0.185	-0.4115	-2.181	-0.606	-5.2495	-0.48	-1.7819999999999998	-2.3045
GIMAP4	3.85266666666667	2.69166666666667	5.50683333333333	4.39183333333333	2.0415000000000001	4.888	4.257	4.603	3.29433333333333	6.15316666666667	5.6535	2.96266666666667	3.8745	2.3655	4.7208333333333306	5.52366666666667
TMEM70	0.49675	0.29849999999999999	1.33025	-0.50275	-0.77049999999999996	0.138	-0.04975	-0.76325	-0.72	-0.2535	0.614	-0.8595	-1.4165	-1.014	0.56025000000000003	-0.454
PTS	0.66	1.2882499999999999	1.1795	1.09575	-0.1255	-0.363	0.24375	-0.0155	-0.239	0.682	1.33175	0.7435	0.809	0.61575	1.6072500000000001	1.1645
C16orf67	-0.397833333333333	-0.45666666666666711	-1.1905	-0.576	0.070000000000000007	0.340333333333333	-1.41	-0.345333333333333	0.669833333333333	-0.190833333333333	-1.8388	-0.248333333333333	-1.7888	0.256833333333333	-0.87583333333333302	-1.56016666666667
MRPL11	1.75683333333333	-0.32033333333333303	-0.3225	0.0756666666666667	-0.35549999999999998	-1.108	0.4975	-0.73	-1.91866666666667	0.0263333333333333	-0.873166666666667	-0.5845	-1.01583333333333	-0.152666666666667	-0.71999999999999997	-0.568166666666667
MRPL12	1.659	0.046833333333333303	-0.834666666666667	0.512666666666667	0.13750000000000001	-0.5255	0.866	0.581833333333333	-0.280333333333333	-0.358333333333333	-1.18366666666667	-0.0953333333333333	-0.762166666666667	-0.748	-0.97599999999999998	-1.09316666666667
MRPL13	1.13266666666667	-1.0533333333333299	0.4435	0.709166666666667	-0.80966666666666698	-0.9895	0.601166666666667	0.284	-1.50416666666667	0.592	1.09566666666667	0.8605	0.262666666666667	-1.285	0.46200000000000002	0.908
C16orf63	1.330125	-0.80525000000000002	-0.084625	-0.244375	-1.4584999999999999	-1.644875	-0.207375	-0.621875	-1.382125	-0.546	-1.71525	-1.155875	-0.6882	-0.5825	-0.60050000000000003	-0.2515
MRPL15	1.53275	-0.18875	0.29625	1.07975	-0.22450000000000001	0.045	0.42225	0.9665	-0.4715	0.38625	1.13925	0.7045	0.337	-0.72825	0.67525000000000002	0.77275
HSPBP1	-0.2105	-0.014500000000000001	-1.24	-0.20375	0.25137500000000002	-0.272375	-0.682375	0.29275	0.287625	-0.664875	-1.133125	-0.025125	-0.990875	-0.247875	-0.66462500000000002	-0.9515
HOM-TES-103	-3.19525	-0.096999999999999989	-1.1115	-1.21225	-0.32100000000000001	0.56725	-2.9045	-0.63125	0.022	-0.51725	-1.21825	-1.124	-0.98525	-0.29	-0.38724999999999998	-1.411
CDC25C	-0.0555	-2.7693333333333303	-3.28133333333333	-2.9865	-1.7883333333333302	-3.4695	-1.75166666666667	-3.82566666666667	-3.7095	-2.90433333333333	-2.97083333333333	-4.639	-2.6548	-3.14583333333333	-2.7373333333333303	-2.8585
CDC25B	-1.93527272727273	-1.8120909090909099	-1.58790909090909	-2.29472727272727	-0.83163636363636406	-2.05281818181818	-2.51963636363636	-2.384	-1.896	-1.91827272727273	-2.03172727272727	-2.65418181818182	-1.76318181818182	-1.931	-1.5775454545454499	-2.50154545454545
CDC25A	-1.87883333333333	-1.6395	-2.40266666666667	-2.17483333333333	-1.3778333333333301	-2.41216666666667	-0.906666666666667	-1.919	-1.4695	-2.34716666666667	-2.3345	-1.3332	-0.5544	-2.2425	-2.1124999999999998	-1.892
