"gene","patient1","patient2","patient3","patient4","patient5"
"ISX",-3.079,-2.417,-1.42,-1.958,-2.849
"C8orf58",-0.368833333333333,-0.272333333333333,-1.28716666666667,0.0708333333333333,-0.689833333333333
"OR10G2",0.753,0.272,-0.1805,0.0625,0.7115
"ATG12",-0.105,-0.6935,-0.389333333333333,-0.879166666666667,-0.8615
"C8orf55",-0.0665,0.3725,0.5635,-0.05075,-0.0495
"C8orf51",1.0715,0.967666666666667,1.8255,-0.037,0.9365
"OR10G8",0.5685,0.87,0.5215,0.326,-0.0175
"TNAP",-1.013,0.647,-0.482,0.882,-0.7315
"DBF4B",-0.709166666666667,-1.01533333333333,-0.230666666666667,-1.17283333333333,-1.30983333333333
"DNAJB9",0.2165,0.44225,0.28175,0.77875,0.59325
"DNAJB8",0.27575,-0.26575,-0.19625,0.082,-0.04675
"DACH2",-1.54675,-0.50725,-1.66,-1.462,-1.016
"DNAJB2",0.93,1.32716666666667,1.60916666666667,0.470833333333333,1.07533333333333
"DNAJB1",0.55975,0.98625,1.28875,0.178,0.1625
"CLSPN",-1.07033333333333,-2.513,-1.21383333333333,-1.76766666666667,-1.61066666666667
"DNAJB7",0.196,0.073,0.4355,-0.574,-0.033
"DNAJB6",0.00234999999999998,0.62645,0.87065,0.76305,-0.0283
"DNAJB5",-0.54925,-0.521,-1.32525,0.22625,0.77075
"DNAJB4",-1.920875,0.9035,-0.487375,1.0235,-0.014375
"AMDHD1",-0.0366666666666667,-0.0315,2.66116666666667,-0.554166666666667,-2.99166666666667
"AMDHD2",1.57575,0.169,1.13525,-0.3315,0.677
"TRMT5",-0.11725,0.007,-0.15025,0.0325,-0.37
"GCET2",-0.6739,0.3376,-0.3442,0.7159,0.0693333333333334
"CDGAP",0.6485,1.96675,0.10325,1.82275,1.52775
"FAM77C",-3.7935,-3.3545,1.5735,-1.3335,-2.031
"KISS1",0.241833333333333,0.160333333333333,-0.0785,-0.359666666666667,0.0836666666666667
"FRK",1.7165,1.219,0.482,1.947,3.0215
"GSPT2",-1.28066666666667,-0.542333333333333,0.534333333333333,0.7105,-0.7375
"ODF3L1",-0.054,0.15675,-0.775,0.42975,0.0465
"EIF4E2",-0.16625,-0.71,-1.1835,-0.58225,-0.23725
"TBL1X",-0.172333333333333,-0.439666666666667,-0.299166666666667,-0.6515,-1.2765
"FRY",3.6725,4.41425,3.9845,3.97575,4.076
"EPB41",-0.2821,-0.7126,0.3211,-0.7638,-0.4279
"ZNF800",1.354,-0.15175,0.155,0.21075,-0.24575
"RAB25",2.41733333333333,2.78166666666667,1.86183333333333,2.11833333333333,2.3365
"LIME1",-1.161,-1.4885,-1.195,-1.6475,-1.0725
"FAM65A",0.07,0.0245,-0.089,-0.2515,0.273666666666667
"GRIK1",-0.5525,0.155833333333333,-0.199833333333333,1.7555,-0.3145
"GRIK2",-0.36875,-0.08075,-0.57275,-0.5585,-0.60775
"GRIK3",0.4855,0.253,0.4965,0.189,0.1235
"GRIK4",1.047,1.3865,0.167,1.4085,-0.612
"GRIK5",-0.0645,0.8225,-0.115,0.5725,0.4545
"RNF149",0.508,0.73225,-0.093,0.6945,0.88325
"GLRA3",-2.02716666666667,-1.94083333333333,-2.849,1.316,-2.32566666666667
"SHC3",-1.00933333333333,0.113833333333333,-1.66766666666667,0.198166666666667,-1.73983333333333
"SGSH",0.784833333333333,-0.123166666666667,0.273166666666667,-0.085,0.3105
"RNF141",0.984416666666667,1.21225,1.17883333333333,0.76075,0.40325
"RNF145",-3.17466666666667,-2.474,-3.93883333333333,-0.627,0.1055
"CALR",-0.4765,-0.51725,-0.46675,-0.876,0.74525
"RNF146",-0.03925,1.4025,1.41875,0.13925,0.38925
"NTN2L",0.002,0.225,0.2055,-0.0815,0.487
"PHB2",-0.29075,-0.5685,-0.316,-0.4415,-1.03425
"MSH2",-1.0305,-1.0775,-1.0855,-1.026,-1.42133333333333
"NENF",1.15133333333333,0.969,-0.0886666666666667,0.462833333333333,0.907833333333333
"MGLL",-1.0342,-0.2331,0.4924,0.4495,0.5429
"MSH5",-1.935,-1.86275,-1.21475,-2.27175,-1.028
"MSH6",-0.322,-0.9955,-1.162,-0.917,-0.518
"MYOCD",0.0055,0.586666666666667,0.6395,0.409166666666667,-0.0961666666666666
"CD320",-1.946,-1.957,-1.41466666666667,-1.8835,-1.11816666666667
"MYLC2PL",-1.6495,-1.5595,-1.97175,-1.67425,-2.253
"DHX9",-0.465375,-0.239,-0.034125,-0.10875,-0.118125
"XCR1",0.4825,0.251,1.0565,0.148,0.4395
"GPR155",1.38075,0.824125,0.66,0.353125,0.157375
"COP1",0.0421666666666667,0.281166666666667,-0.758833333333333,0.7265,0.5545
"C16orf48",-0.478833333333333,-1.02383333333333,-1.19183333333333,-0.386166666666667,-0.287833333333333
"C16orf45",1.424625,0.032625,2.263375,-0.022375,-1.474375
"C16orf44",0.10475,-0.47775,-0.8765,-0.7515,0.717
"C16orf46",0.791,0.3915,0.4625,-0.2015,0.321
"NFXL1",-1.835,-0.53,-0.075,0.4245,0.714
"PACSIN3",0.637666666666667,-0.251833333333333,-0.863166666666667,0.08,-0.724833333333333
"NFYA",0.44125,-0.0955,0.0765,-0.097,1.10625
"GREM2",-1.3055,1.89357142857143,-2.03435714285714,1.66642857142857,-0.0285
"COPA",0.350866666666667,0.637166666666667,0.779966666666667,-0.1678,0.7535
"COPG",-0.2155,0.847,0.823,0.65,0.7975
"DHH",0.3465,0.1,0.024,-0.1215,0.164
"LOC51336",-2.0005,-1.7615,-1.0535,-1.342,-2.3825
"LOC375748",0.21025,0.091,-0.15675,-0.48375,-1.22125
"MGC5566",-3.55025,-3.07175,-3.1965,-2.682,-3.0305
"PADI1",0.1055,-0.0715,1.2495,0.312,-0.75
"PADI3",-0.921,-0.5865,-1.0455,0.1375,-0.2515
"PADI2",1.679375,1.42775,0.368875,2.848375,3.573
"PADI4",-0.06725,0.02275,-0.247125,0.063375,-0.03725
"OR8A1",-0.0765,-0.031,0.2625,0.534,-0.9415
"MLF1IP",-0.358333333333333,-1.107,-0.165,-2.016,-0.522
"GJA12",-0.16275,1.3485,-0.514,0.58025,0.56225
"CDC16",-0.133,0.36125,-0.16575,0.162,0.00225
"AGTPBP1",-1.181,-0.668666666666667,-1.52866666666667,-0.275833333333333,-0.378333333333333
"HIST2H2AC",0.989,-0.663125,0.50625,-0.78425,0.00774999999999999
"LATS1",0.1125,0.061,0.32425,0.6605,0.23325
"ALPPL2",-0.263,-0.02525,-0.23075,-0.29825,0.041
"TOE1",-0.253,-0.799166666666667,0.117833333333333,-0.722666666666667,-1.276
"WDR72",-0.0473333333333333,-1.876,-0.160833333333333,-1.64233333333333,-1.096
"FBXL3",1.00025,1.82325,1.12425,1.934,0.92475
"ZPLD1",2.404,-0.1855,0.596,1.439,0.43
"AMTN",-1.9495,-1.617,-1.6155,-0.77,-0.99
"KCTD1",2.3283,3.1101,1.396,2.2959,2.3665
"NRIP1",1.08925,0.816,1.294,1.24,0.324
"OR52M1",-0.1665,0.12,-0.0565,-0.168,0.491
"NRIP3",1.362375,-0.897875,3.16925,-1.20775,-0.617125
"GPR135",-0.330625,-0.57025,-0.272875,-0.3875,-0.902375
"SAE2",-0.4531,-0.4018,-0.342,-0.2712,-0.5469
"GSTP1",-3.019625,0.018375,-4.046375,0.807875,-1.54175
"VTI1A",0.482642857142857,-0.682285714285714,-0.606642857142857,-0.170714285714286,-0.178642857142857
"TWISTNB",-0.374125,-0.5625,-0.237,-0.4985,-0.351625
"GPR132",0.9335,0.7685,0.145375,0.00375000000000001,1.479625
"ATP6V1C2",-1.477,-0.6425,5.27275,0.48275,1.621
"ATP6V1C1",-0.2005,-0.0533,1.9966,-0.0577,1.1242
"DDOST",-0.22075,0.07875,-0.575,-0.32,-0.12675
"NT5C",-0.091,-1.19175,0.317,-0.51025,-0.68675
"VCAM1",-0.133,1.54933333333333,-0.00991666666666663,1.83566666666667,1.829
"FBXL2",2.21683333333333,1.506,1.5615,1.43533333333333,2.3065
"LOC338328",2.55033333333333,2.806,2.05166666666667,2.57533333333333,1.77766666666667
"TRIM10",-0.8605,-0.450333333333333,0.000333333333333352,-0.8405,-0.715
"C19orf2",-0.7715,-0.56975,0.14025,-0.0295,-0.04325
"CDKN2AIP",-0.12475,0.0165,0.46,0.063,-0.36775
"C19orf7",-0.112375,0.840875,0.6875,0.55725,0.600625
"QTRTD1",-0.425,-0.36025,0.025,-0.10725,-0.24725
"MRPS34",0.7075,-0.22625,0.74125,-0.66475,0.0635
"TEKT4",0.468833333333333,-0.293833333333333,1.0615,-0.765333333333333,-0.726333333333333
"PRPF38A",-1.156375,-0.735625,-0.658125,-0.412375,-0.721125
"GPATCH1",0.2965,-0.189166666666667,0.505833333333333,-0.116166666666667,-0.696
"LRRTM4",-1.276625,-0.673375,-0.822,-0.60125,-0.934571428571428
"OCIAD2",1.50775,0.62375,1.08825,1.02825,1.852
"TOMM7",0.535125,-0.341,0.591625,-0.21925,-0.085125
"PPP1R3D",1.893,1.01775,1.12775,0.246,1.3195
"PPP1R3C",0.45275,2.3465,-2.25675,0.68975,-2.866
"PPP1R3B",1.1345,2.1965,-0.1124,1.7983,1.0598
"PPP1R3A",0.5745,0.1975,0.459,0.0865,-1.3275
"PNPLA2",1.2025,0.56675,1.36875,0.97425,1.009
"PPP4C",-0.472,0.43775,0.20275,0.018,0.0025
"PNPLA1",-0.076,0.955,0.8855,0.022,-0.0985
"TNFRSF13C",-1.01225,-0.80225,-0.89775,-0.03025,0.41375
"LOC342897",0.6385,0.1915,0.435,0.11,2.2965
"PRRG2",3.2315,2.4005,3.3335,1.9435,2.601
"RIG",0.0348333333333333,0.41,-0.1985,-0.438333333333333,0.37525
"CIP29",-0.679333333333333,0.476,-0.0228333333333333,-0.322166666666667,-0.473166666666667
"LUC7L2",-0.6302,-0.1791,0.0594,-0.2362,-0.3675
"FAM131A",-0.1943,-0.4875,-0.5429,0.0992,0.2779
"FAM131B",0.149125,-0.045,-0.771,0.605625,0.147428571428571
"FAM131C",0.944,0.691,0.4235,-0.335,0.6555
"KIAA1009",0.65575,0.151,0.547375,0.418,-0.169875
"TBXAS1",1.896375,2.248875,1.402625,1.611375,1.34225
"C18orf55",-0.697333333333333,-0.2165,-0.018,0.0321666666666666,-0.2395
"KIAA1553",-1.66675,-0.85825,-0.283,-0.174,-0.22
"SH3GLB1",0.69175,0.8455,0.24675,0.7585,1.017
"SH3GLB2",0.149875,0.02725,0.460625,-0.303375,-0.6645
"CDO1",-0.828,1.21016666666667,-3.88683333333333,2.50316666666667,-0.259166666666667
"TRPS1",4.00266666666667,4.77825,5.29166666666667,3.98825,3.7765
"SMAD5OS",0.133166666666667,0.283166666666667,-0.2635,0.637333333333333,-0.582
"DIRAS2",-0.3753,-0.1554,1.1525,0.321,-0.139888888888889
"EHHADH",-0.5345,0.634666666666667,-0.918,0.5825,-1.07466666666667
"FBXL7",0.56025,1.722875,2.17825,0.074875,-0.110625
"C18orf51",-2.77075,-1.73975,-2.82275,-1.52375,-2.214
"NME4",0.718125,0.011,-0.873875,-0.76625,-0.341625
"TCL6",0.01175,-0.0623333333333333,0.262666666666667,-0.0755,0.391636363636364
"INPP5B",0.0935,0.1143,-1.2348,-0.6453,-0.8146
"BXDC5",-0.0521666666666667,-0.0431666666666667,1.15216666666667,0.138,-0.251
"NME1",-0.8175,-1.4345,-0.3915,-0.5125,-0.59
"INPP5F",-0.341666666666667,-0.829833333333333,-1.57083333333333,0.207166666666667,-0.796333333333333
"PRPF8",0.326333333333333,-0.935,-0.507833333333333,-0.494833333333333,-0.235666666666667
"RAI16",0.304333333333333,-0.453166666666667,-1.53483333333333,-0.793833333333333,-1.04833333333333
"RAI14",-0.294,-0.186166666666667,-1.406,-0.868833333333333,0.695666666666667
"CRTAC1",-0.0138333333333333,2.39466666666667,0.323166666666667,1.21233333333333,1.09533333333333
"FREM1",-2.2575,0.0265,-3.80816666666667,2.86633333333333,-1.30333333333333
"PID1",-2.124,1.125,-2.25583333333333,0.590166666666667,1.80566666666667
"ZNF37A",0.867833333333333,-0.2025,-0.205833333333333,0.271666666666667,-1.34733333333333
"CHI3L2",0.889625,2.529875,-2.0235,2.727625,0.518875
"CTA-126B4.3",-0.449333333333333,0.00416666666666667,-0.22,0.0958333333333333,0.036
"RCBTB1",0.822,0.1995,0.42925,0.07925,-0.1205
"EPB49",-0.231333333333333,0.569666666666667,-2.60966666666667,0.085,-1.36116666666667
"KRT1",2.454,-0.3465,1.6115,2.082,-0.23275
"PCDHB1",0.799,0.5535,-0.269,0.501,0.8465
"EPB42",-1.002,-0.3415,1.0605,-0.0798333333333334,-0.600833333333333
"HELZ",0.162333333333333,-0.1435,0.815833333333333,0.871666666666667,0.1585
"MATR3",0.5125,0.17275,0.631625,0.369375,0.0765
"HELB",-0.952,-0.342,-0.52675,-0.6035,-1.82625
"RBAK",0.4295,0.216166666666667,-0.408,0.101666666666667,-0.8835
"MAP1D",-1.56375,-1.8105,-0.7935,-0.746,-0.41775
"SHC2",1.1616,1.1698,1.7024,1.1313,0.3323
"SLC9A10",0.1965,0.1515,0.9375,-0.062,0.396
"SLC9A11",0.492,-0.2755,0.3755,-0.125,0.5475
"INTS8",-1.1495,-0.473,0.41,-0.722,0.4555
"SMA4",2.09825,0.38525,1.88725,0.228,0.84325
"TEKT1",2.88833333333333,-0.172666666666667,0.392,0.275833333333333,-0.00600000000000001
"SCYL1BP1",-0.08725,0.70175,0.52225,-0.1055,0.64225
"TEKT3",3.78,1.24425,0.07825,1.712,-0.13175
"TEKT2",3.05025,1.9105,2.943,0.795,-0.35025
"TEKT5",2.05383333333333,1.557,1.0965,0.9165,-0.0342
"VPS37B",0.23025,0.0625,-0.3595,0.753,1.2215
"VPS37A",0.107,-0.07925,-1.23775,-0.14625,-0.30425
"PNPLA3",-4.8015,-0.754,-5.694,-2.17775,0.4065
"TIAM1",0.8695,0.634833333333333,-0.252666666666667,0.597833333333333,1.91483333333333
"TIAM2",-1.16275,0.378,-1.66125,1.07275,1.053
"LOC646938",-0.42875,0.185,-0.16475,0.176,-0.1515
"PNPLA7",1.7395,1.878,1.29825,0.749,0.41675
"PNPLA6",0.178833333333333,-0.429,0.149833333333333,-0.2925,0.054
"PNPLA5",-0.0325,0.21,0.0125,0.259,-0.2665
"PNPLA4",2.42525,2.316125,0.614875,1.81,0.595
"GUCA2A",0.067,0.212666666666667,-0.056,0.0911666666666667,-0.562333333333333
"GUCA2B",0.1695,1.0365,0.1595,0.8995,0.376
"PNPLA8",0.1405,0.432666666666667,0.0848333333333333,0.590833333333333,-0.146333333333333
"BXDC2",-1.34225,-1.17475,-0.74275,-0.95525,-0.17925
"NCKAP1",0.7145,-0.5235,0.126833333333333,-1.3115,0.899666666666667
"GFOD2",0.2275,0.5125,0.00675000000000001,-0.1825,1.505
"GFOD1",0.60325,0.2605,-0.50225,0.177,0.01125
"FOS",0.2095,0.150375,-2.414375,2.380625,0.26825
"HOMEZ",0.673,0.657666666666667,1.12683333333333,0.122666666666667,-1.726
"KATNAL1",-1.166,-0.210875,-1.023375,0.106875,-0.466625
"KATNAL2",0.707166666666667,0.9065,-0.0823333333333334,0.345,-1.8965
"ATG10",-0.690875,-0.26475,-1.09875,-0.545625,-0.89
"LOC400657",-0.271,0.681,1.1625,0.758,-0.9635
"SFPQ",0.0905,-0.026625,0.566125,-0.1685,0.4545
"SRMS",0.7165,0.53725,0.9745,-0.048,0.04775
"ZBTB5",-0.582166666666667,-0.204833333333333,-0.099,0.164,-0.396666666666667
"KIAA0754",-0.5495,-1.1735,-0.083,-0.768,-1.4915
"ASB7",0.136666666666667,-0.390166666666667,0.152666666666667,-0.287166666666667,-0.313166666666667
"ASB5",-0.23675,-0.11025,0.42,0.752,-0.700333333333333
"RP11-35N6.1",-2.278875,-1.04575,-2.3765,0.53625,-3.04928571428571
"SAFB2",-0.060375,-0.59325,-0.367125,-0.49925,-0.578125
"COL12A1",1.612375,2.072875,2.922875,0.12175,2.8025
"RASAL2",0.437083333333333,0.909833333333333,-0.04825,1.01466666666667,1.70316666666667
"ZNF259",-1.20016666666667,-1.38,-1.15733333333333,-0.411833333333333,0.0393333333333333
"VSTM2L",-0.785666666666667,3.86966666666667,-1.30366666666667,2.01633333333333,2.20416666666667
"SEC14L3",0.291166666666667,0.300166666666667,0.1458,0.870333333333333,-0.00333333333333333
"VSTM2A",0.1385,0.741,-0.308,-0.503,1.883
"SEC14L1",-0.7485,-0.860166666666667,-0.993333333333334,-0.447166666666667,-0.00183333333333333
"CRADD",-0.028,-0.243833333333333,0.104333333333333,0.0643333333333333,-0.650666666666667
"SEC14L5",-0.851833333333333,-0.416666666666667,-1.184,0.190166666666667,-0.3795
"SEC14L4",-3.36283333333333,-3.28216666666667,-2.9625,-2.822,-3.02283333333333
"C1orf41",0.06625,-0.9705,-0.0765,-1.0625,-0.7525
"FLJ14803",-0.208166666666667,-0.265,0.572833333333333,-0.372666666666667,-0.271166666666667
"OR5U1",0.2485,0.008,0.6605,0.11,1.0545
"UPF1",-0.112833333333333,-0.165,0.668166666666667,-0.191166666666667,-0.124833333333333
"UPF2",-1.122,0.184,0.07,0.0405,0.0425
"SNED1",-0.622,1.0655,-1.51025,-0.013,0.32125
"IL1A",-0.947625,-2.297125,-4.195,-2.069875,-2.826
"IL1B",2.6515,0.926,-0.0985,0.906166666666667,0.293
"CHIA",0.2945,0.4095,0.6705,0.3825,-0.182
"THSD7B",-0.34225,0.85175,-1.322,0.32875,0.029
"PHTF2",-0.260277777777778,-0.582833333333333,-0.389722222222222,-0.436333333333333,0.574277777777778
"PHTF1",0.204125,-0.23625,-0.579375,-0.686625,-0.13825
"THSD7A",0.517333333333333,2.59766666666667,1.182,2.452,2.19883333333333
"RBM8A",-0.06675,-0.308375,-0.3550625,-0.3076875,-0.113875
"CASK",0.308833333333333,0.326666666666667,1.34616666666667,1.07283333333333,1.09466666666667
"FRMD1",0.475,0.3455,0.407,0.065,0.5315
"GPR88",1.98233333333333,1.16416666666667,6.8285,2.45633333333333,0.407666666666667
"ZNF251",0.01725,0.966875,1.859375,0.4865,0.316125
"KRT6B",-0.338125,4.156125,-2.03875,5.028125,4.591625
"KRT6C",-3.19266666666667,-0.571666666666667,-3.43683333333333,2.0155,-0.487666666666667
"TRAF3IP2",1.20025,1.8895,-0.05075,1.44075,2.136
"CASR",0.18,0.316,-0.1655,-0.5215,0.095
"GPR81",2.13783333333333,1.90083333333333,3.34416666666667,2.26666666666667,-0.403666666666667
"GPR82",0.462666666666667,1.3245,0.718,0.886333333333333,0.829
"GPR83",-0.102,-0.0821666666666667,0.4545,0.867166666666667,0.6218
"GPR84",3.22525,2.62125,2.3765,1.8145,3.01575
"GPR85",-0.605833333333333,0.628166666666667,-0.586333333333333,0.467333333333333,0.155
"GPR87",-1.2815,0.4255,-4.3825,2.077,-0.826
"ALG6",0.23025,0.25575,0.13625,-0.279,0.096
"KIAA1727",1.163,1.43025,2.89925,1.789,1.512
"RNPEPL1",0.173333333333333,-0.177333333333333,-0.0825,0.279333333333333,0.3925
"THRAP3",0.918875,0.506125,0.8065,0.33875,0.4015
"FLT3LG",0.0175,-0.204833333333333,-0.252333333333333,-0.103166666666667,-0.469666666666667
"COMP",4.387125,4.627125,0.827375,1.40225,4.678625
"COMT",-0.353,0.80025,1.31125,0.446,0.324
"WBP11",-0.21,-0.97825,0.2135,-0.60975,-0.7085
"ZBTB9",0.154666666666667,0.665,0.966666666666667,0.174666666666667,0.6485
"MCM2",-0.620666666666667,-1.922,-0.8415,-1.6095,-1.46133333333333
"ZC3HAV1L",-0.1,-0.29675,-0.19425,-0.373,0.689
"ADAM21",-0.118,0.982,0.4365,0.476,-1.4585
"ADAM20",0.3215,-0.00850000000000004,0.49225,-0.05875,0.20975
"ADAM23",-4.0275,-2.97725,-4.71425,-3.28,-3.99275
"SLC47A2",-2.904,-0.972166666666667,-2.05616666666667,-0.774,-2.075
"GLCE",2.01925,0.616,1.32025,1.06525,1.39575
"DLL1",1.15475,1.22525,-0.126625,1.117125,2.21725
"ADAM29",0.1955,0.3545,0.22225,0.1705,-0.641
"ADAM28",2.10325,1.78375,0.93925,1.68475,1.87075
"TARDBP",-0.196714285714286,-0.474857142857143,0.0407142857142857,-0.255571428571429,-0.0939285714285714
"PRKRIP1",-0.2259,-0.3802,-0.1933,-0.6436,-0.4985
"IL19",0.167,0.17575,0.17525,-0.05775,-0.33475
"ZNF436",1.37725,2.789,1.568,1.94425,1.0865
"C2orf51",-0.4405,-0.107333333333333,-0.400166666666667,-0.0931666666666667,-0.05
"IL10",1.30933333333333,1.01016666666667,1.045,0.420666666666667,0.787
"GSTM1",0.0771666666666668,-0.28175,0.37125,0.0290833333333334,-0.807166666666667
"GSTM2",0.862333333333333,-0.353833333333333,1.59766666666667,-0.264833333333333,-0.616833333333333
"GSTM3",2.66215384615385,1.95776923076923,5.12992307692308,1.30715384615385,0.828
"GSTM4",0.8491,1.1877,1.0749,0.442,0.3578
"GSTM5",0.129625,0.89175,0.014375,3.08025,0.840285714285714
"IL16",0.246444444444444,0.8167,-0.6698,0.4336,0.454222222222222
"C2orf3",-0.3055,-0.39775,-1.1005,-0.10875,-0.35675
"PALLD",1.012875,2.091125,0.121375,2.718,2.785
"ZNF545",0.251333333333333,0.2455,0.1895,0.432833333333333,-0.538
"PIP4K2B",-0.08075,-0.5866875,0.5646875,0.072875,2.5941875
"LILRB1",2.44775,1.6975,0.78975,0.5385,2.81675
"EFHD2",0.3345,0.0305,-0.903375,-0.2155,-0.107375
"CCDC85B",-0.83575,-0.576,-1.37,-0.51425,-0.53175
"MMEL1",2.827,2.66625,1.52375,0.85125,1.7475
"RUNDC3A",1.73116666666667,0.121666666666667,0.126833333333333,-0.00766666666666666,0.1188
"TTF2",-0.194166666666667,-1.36383333333333,-1.94283333333333,-1.65966666666667,-1.29383333333333
"TTF1",-0.19475,-0.72075,-0.58875,-0.45625,-0.60225
"PINX1",-1.26916666666667,-0.706,-1.88,-0.465333333333333,-0.838666666666667
"KRCC1",0.13725,1.926,1.10775,1.48325,0.55575
"RBMS1",-0.2705,0.2575,-1.89875,0.53225,-0.111
"GNAZ",0.375066666666667,-0.415933333333333,1.7178,-0.112066666666667,-0.475666666666667
"RBMS3",-1.1357,1.5731,-1.8564,2.2779,-0.1438
"AEBP2",0.22675,-0.198333333333333,0.160583333333333,-0.122,-0.2975
"NOXA1",1.1925,0.75125,0.54875,0.57125,-0.308
"LOC389072",-0.963,-0.8495,0.1425,-0.6805,-2.623
"LOC389073",-0.9115,-0.62275,-0.97925,-0.418,0.56375
"DAD1",0.756083333333333,-0.0233333333333333,0.434833333333333,-0.115,-0.262583333333333
"DIO2",0.1543,0.9551,-2.1422,2.4575,1.6568
"RCHY1",0.830333333333333,1.51733333333333,1.19933333333333,1.32866666666667,0.662166666666667
"GDF9",1.1845,0.796,1.376,1.73775,-0.68725
"ZNF322B",1.4,0.89475,0.49875,0.07375,0.90525
"GDF3",-3.68316666666667,-3.571,-4.275,-3.6205,-4.185
"CBR4",0.00766666666666665,0.2605,0.1945,0.251166666666667,-0.554833333333333
"CBR1",-3.1085,-1.050125,-0.653375,0.1245,0.941
"LOC374569",-0.81925,-0.24425,-1.099,0.18575,0.03475
"CBR3",0.3785,1.808,-3.82433333333333,1.79716666666667,1.3145
"GALNTL5",-0.0245,-0.34775,0.29725,-0.17825,-1.001
"LBA1",0.1318,1.0357,0.4299,0.4248,0.3365
"FLJ21511",0.444,3.546,-1.2445,1.5705,4.959
"ABHD12B",0.143,1.2505,2.7445,-1.31775,-2.58725
"ANXA1",-1.8085,-0.4083,-2.8504,1.3386,-0.2354
"C14orf159",1.28416666666667,0.886833333333333,0.974833333333333,0.8805,0.4745
"ANXA3",-2.01825,0.855,-1.47225,2.63775,1.119
"ZRF1",-1.076,-1.3335,-1.1755,-1.104,-0.478
"ANXA5",-1.191125,0.0015,-0.750875,-0.1035,0.121875
"ANXA4",-0.1505,0.063,-0.63325,0.23475,0.056
"BRUNOL5",-0.348444444444444,-0.5554,0.0658,0.0117,0.1374
"ANXA6",-0.489,-1.0195,-0.1855,-0.6095,-1.677
"ANXA9",1.5575,2.387,3.2515,0.21,-2.304
"MEST",-1.1685,-0.83725,-1.91925,1.0205,-0.9905
"MCM7",-0.589875,-1.988375,-1.20475,-1.6035,-0.448875
"MCM6",-0.589,-1.32355555555556,-1.18777777777778,-1.17055555555556,-0.758888888888889
"MCM5",-0.3962,-1.018,-0.9561,-1.3484,-0.00560000000000002
"MCM4",-1.7715,-2.85275,-2.097,-2.2865,-1.588
"MCM3",-0.6805,-1.22316666666667,-1.0385,-1.087,-0.625
"DUSP18",0.9835,1.24875,0.75425,0.8235,0.86425
"POU5F2",0.22125,0.3945,0.1615,0.2255,-0.1285
"ZDHHC20",0.20975,1.1235,0.0535,0.35875,1.17475
"DUSP14",-0.105833333333333,-0.638666666666667,1.5465,-0.366,2.13216666666667
"ZDHHC22",-1.9995,-1.664375,-1.788625,-1.556125,-1.494625
"ZDHHC23",-0.50425,-0.73825,-0.52075,0.606,-0.47125
"ZDHHC24",2.0355,0.39075,0.57825,-0.29675,0.864
"DUSP10",-0.5461,0.4484,0.2571,1.6382,2.026
"DUSP13",-2.3115,-0.96775,1.96125,-2.44175,-2.7795
"MCM8",-0.853666666666667,-2.56466666666667,-1.8895,-2.0635,-1.6825
"SQSTM1",1.0275,1.22966666666667,1.7295,0.389166666666667,0.111166666666667
"CSH2",-0.107,0.1875,0.00549999999999999,0.17475,-0.2255
"GRHL2",1.8091,2.5418,3.0226,2.3747,3.0069
"CSH1",0.1239,0.3327,0.2253,0.1216,0.2345
"IHPK2",0.683733333333333,0.5276,-0.818733333333333,0.529533333333333,-0.125
"EPC2",0.4065,1.243,1.17075,0.8595,0.537
"EPC1",1.74966666666667,1.2415,0.658,1.235,0.698333333333333
"C3orf20",0.747,0.3115,-0.525,0.273,0.3625
"C3orf21",-0.46625,-0.063125,-1.459625,-0.994,-0.885
"C3orf22",0.46175,0.5025,0.30225,0.06475,0.50625
"C3orf23",-0.174625,0.271625,-0.844875,0.299625,-0.480625
"C3orf25",2.5765,1.175,0.767,0.259,0.369
"WNT9A",-0.306,0.08125,0.12875,-0.41275,0.3655
"C3orf27",0.19075,0.26425,0.4175,0.3825,-0.054
"C3orf28",0.4575,-0.60625,-0.53925,-1.047,-1.1485
"POLM",0.314,0.4565,1.9075,0.2605,0.705
"HEPACAM",-1.56816666666667,-0.846833333333333,-2.23016666666667,-0.156333333333333,-1.53366666666667
"ARRDC1",0.5983,0.6723,0.3985,0.1298,0.8521
"SSX7",-2.15316666666667,-2.256,-2.22533333333333,-1.77566666666667,-1.64483333333333
"KRT7",0.0646,3.147,-3.1066,3.1205,3.4542
"SSX5",-1.25216666666667,-1.54283333333333,-1.9745,-1.292,-0.698166666666667
"SSX2",-1.2655,-1.67683333333333,-1.45716666666667,-1.5402,-0.9996
"SSX3",-1.781875,-1.550625,-1.980125,-1.11975,-1.771625
"USH2A",0.0703333333333333,-0.1682,-0.0414999999999999,0.126333333333333,1.003
"SSX1",-1.3842,-1.56133333333333,-1.74983333333333,-1.26483333333333,-1.39325
"ISL1",-0.7215,-0.515833333333333,-0.624666666666667,1.51183333333333,-0.5015
"ISL2",-1.33916666666667,-1.49783333333333,-1.79333333333333,-1.25816666666667,0.5525
"PKMYT1",-0.601,-1.67525,-1.525,-2.0345,-0.41075
"SSX9",-1.32616666666667,-0.826833333333333,-0.344833333333333,-0.715833333333333,-0.5962
"KIFAP3",1.05425,1.11875,0.97575,0.67825,0.947
"LYRM2",0.646625,-0.218625,0.610875,0.3875,-0.22775
